Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_16_189,VPWR,li1,92.6900,57.1200,1.799873
FILLER_16_185,VPWR,li1,91.5400,57.1200,1.799873
FILLER_16_173,VPWR,li1,87.8600,57.1200,1.799873
FILLER_16_161,VPWR,li1,82.3400,57.1200,1.799873
FILLER_16_149,VPWR,li1,76.8200,57.1200,1.799873
FILLER_16_139,VPWR,li1,69.6900,57.1200,1.799874
FILLER_16_135,VPWR,li1,68.5400,57.1200,1.799874
FILLER_16_123,VPWR,li1,64.8600,57.1200,1.799876
FILLER_16_115,VPWR,li1,58.6500,57.1200,1.799880
FILLER_16_109,VPWR,li1,57.0400,57.1200,1.799882
FILLER_16_103,VPWR,li1,53.1300,57.1200,1.799886
FILLER_16_97,VPWR,li1,51.5200,57.1200,1.799886
FILLER_16_85,VPWR,li1,47.3800,57.1200,1.799890
FILLER_16_83,VPWR,li1,43.9300,57.1200,1.799896
FILLER_16_77,VPWR,li1,42.3200,57.1200,1.799896
FILLER_16_65,VPWR,li1,38.1800,57.1200,1.799908
FILLER_16_53,VPWR,li1,32.6600,57.1200,1.799922
FILLER_16_41,VPWR,li1,27.1400,57.1200,1.799936
FILLER_16_29,VPWR,li1,21.6200,57.1200,1.799957
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799957
FILLER_16_15,VPWR,li1,15.1800,57.1200,1.799957
FILLER_16_3,VPWR,li1,9.6600,57.1200,1.799957
FILLER_15_189,VPWR,li1,92.6900,51.6800,1.799449
FILLER_15_181,VPWR,li1,90.6200,51.6800,1.799449
FILLER_15_169,VPWR,li1,86.0200,51.6800,1.799454
FILLER_15_167,VPWR,li1,82.5700,51.6800,1.799459
FILLER_15_161,VPWR,li1,80.9600,51.6800,1.799459
FILLER_15_149,VPWR,li1,76.8200,51.6800,1.799463
FILLER_15_128,VPWR,li1,64.6300,51.6800,1.799481
FILLER_15_120,VPWR,li1,62.5600,51.6800,1.799492
FILLER_15_89,VPWR,li1,47.1500,51.6800,1.799589
FILLER_15_81,VPWR,li1,44.6200,51.6800,1.799613
FILLER_15_69,VPWR,li1,40.0200,51.6800,1.799654
FILLER_15_57,VPWR,li1,34.5000,51.6800,1.799716
FILLER_15_55,VPWR,li1,31.0500,51.6800,1.799767
FILLER_15_51,VPWR,li1,29.9000,51.6800,1.799767
FILLER_15_39,VPWR,li1,26.2200,51.6800,1.799809
FILLER_15_27,VPWR,li1,20.7000,51.6800,1.799874
FILLER_15_15,VPWR,li1,15.1800,51.6800,1.799868
FILLER_15_3,VPWR,li1,9.6600,51.6800,1.799863
FILLER_14_185,VPWR,li1,90.8500,51.6800,1.799449
FILLER_14_177,VPWR,li1,88.7800,51.6800,1.799451
FILLER_14_165,VPWR,li1,84.1800,51.6800,1.799457
FILLER_14_153,VPWR,li1,78.6600,51.6800,1.799461
FILLER_14_141,VPWR,li1,73.1400,51.6800,1.799467
FILLER_14_139,VPWR,li1,69.6900,51.6800,1.799471
FILLER_14_117,VPWR,li1,59.8000,51.6800,1.799509
FILLER_14_109,VPWR,li1,57.5000,51.6800,1.799519
FILLER_14_97,VPWR,li1,52.9000,51.6800,1.799544
FILLER_14_85,VPWR,li1,47.3800,51.6800,1.799589
FILLER_14_61,VPWR,li1,34.2700,51.6800,1.799716
FILLER_14_53,VPWR,li1,31.7400,51.6800,1.799745
FILLER_14_41,VPWR,li1,27.1400,51.6800,1.799809
FILLER_14_29,VPWR,li1,21.6200,51.6800,1.799874
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.799871
FILLER_14_19,VPWR,li1,16.1000,51.6800,1.799868
FILLER_14_7,VPWR,li1,11.5000,51.6800,1.799864
FILLER_13_189,VPWR,li1,92.6900,46.2400,1.799991
FILLER_13_181,VPWR,li1,90.6200,46.2400,1.799991
FILLER_13_169,VPWR,li1,86.0200,46.2400,1.799991
FILLER_13_167,VPWR,li1,82.5700,46.2400,1.799991
FILLER_13_161,VPWR,li1,80.9600,46.2400,1.799991
FILLER_13_149,VPWR,li1,76.8200,46.2400,1.799991
FILLER_13_137,VPWR,li1,71.3000,46.2400,1.799991
FILLER_13_125,VPWR,li1,65.7800,46.2400,1.799991
FILLER_13_113,VPWR,li1,60.2600,46.2400,1.799991
FILLER_13_111,VPWR,li1,56.8100,46.2400,1.799991
FILLER_13_105,VPWR,li1,55.2000,46.2400,1.799991
FILLER_13_93,VPWR,li1,51.0600,46.2400,1.799991
FILLER_13_81,VPWR,li1,45.5400,46.2400,1.799991
FILLER_13_69,VPWR,li1,40.0200,46.2400,1.799991
FILLER_13_57,VPWR,li1,34.5000,46.2400,1.799991
FILLER_13_55,VPWR,li1,31.0500,46.2400,1.799991
FILLER_13_51,VPWR,li1,29.9000,46.2400,1.799992
FILLER_13_39,VPWR,li1,26.2200,46.2400,1.799993
FILLER_13_27,VPWR,li1,20.7000,46.2400,1.799996
FILLER_13_15,VPWR,li1,15.1800,46.2400,1.799996
FILLER_13_3,VPWR,li1,9.6600,46.2400,1.799996
FILLER_12_189,VPWR,li1,92.6900,46.2400,1.799991
FILLER_12_177,VPWR,li1,89.7000,46.2400,1.799991
FILLER_12_165,VPWR,li1,84.1800,46.2400,1.799991
FILLER_12_153,VPWR,li1,78.6600,46.2400,1.799991
FILLER_12_141,VPWR,li1,73.1400,46.2400,1.799991
FILLER_12_139,VPWR,li1,69.6900,46.2400,1.799991
FILLER_12_133,VPWR,li1,68.0800,46.2400,1.799991
FILLER_12_121,VPWR,li1,63.9400,46.2400,1.799991
FILLER_12_109,VPWR,li1,58.4200,46.2400,1.799991
FILLER_12_97,VPWR,li1,52.9000,46.2400,1.799991
FILLER_12_85,VPWR,li1,47.3800,46.2400,1.799991
FILLER_12_83,VPWR,li1,43.9300,46.2400,1.799991
FILLER_12_71,VPWR,li1,40.9400,46.2400,1.799991
FILLER_12_59,VPWR,li1,35.4200,46.2400,1.799991
FILLER_12_49,VPWR,li1,28.5200,46.2400,1.799992
FILLER_12_41,VPWR,li1,26.2200,46.2400,1.799993
FILLER_12_29,VPWR,li1,21.6200,46.2400,1.799996
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799996
FILLER_12_15,VPWR,li1,15.1800,46.2400,1.799996
FILLER_12_3,VPWR,li1,9.6600,46.2400,1.799996
FILLER_11_189,VPWR,li1,92.6900,40.8000,1.799758
FILLER_11_181,VPWR,li1,90.6200,40.8000,1.799758
FILLER_11_169,VPWR,li1,86.0200,40.8000,1.799758
FILLER_11_156,VPWR,li1,80.0400,40.8000,1.799758
FILLER_11_144,VPWR,li1,74.5200,40.8000,1.799758
FILLER_11_132,VPWR,li1,69.0000,40.8000,1.799760
FILLER_11_125,VPWR,li1,63.4800,40.8000,1.799765
FILLER_11_113,VPWR,li1,60.2600,40.8000,1.799772
FILLER_11_106,VPWR,li1,55.6600,40.8000,1.799778
FILLER_11_94,VPWR,li1,51.5200,40.8000,1.799792
FILLER_11_84,VPWR,li1,44.8500,40.8000,1.799809
FILLER_11_73,VPWR,li1,40.0200,40.8000,1.799826
FILLER_11_67,VPWR,li1,37.0300,40.8000,1.799839
FILLER_11_60,VPWR,li1,34.0400,40.8000,1.799853
FILLER_11_35,VPWR,li1,21.8500,40.8000,1.799927
FILLER_11_31,VPWR,li1,20.7000,40.8000,1.799927
FILLER_11_19,VPWR,li1,17.0200,40.8000,1.799924
FILLER_11_7,VPWR,li1,11.5000,40.8000,1.799918
FILLER_10_185,VPWR,li1,90.8500,40.8000,1.799758
FILLER_10_173,VPWR,li1,87.8600,40.8000,1.799758
FILLER_10_161,VPWR,li1,82.3400,40.8000,1.799758
FILLER_10_149,VPWR,li1,76.8200,40.8000,1.799758
FILLER_10_119,VPWR,li1,60.4900,40.8000,1.799772
FILLER_10_115,VPWR,li1,59.3400,40.8000,1.799772
FILLER_10_85,VPWR,li1,45.0800,40.8000,1.799809
FILLER_10_82,VPWR,li1,43.7000,40.8000,1.799818
FILLER_10_53,VPWR,li1,32.6600,40.8000,1.799865
FILLER_10_41,VPWR,li1,27.1400,40.8000,1.799890
FILLER_10_29,VPWR,li1,21.6200,40.8000,1.799927
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.799924
FILLER_10_15,VPWR,li1,15.1800,40.8000,1.799922
FILLER_10_3,VPWR,li1,9.6600,40.8000,1.799916
FILLER_9_185,VPWR,li1,90.8500,35.3600,1.799864
FILLER_9_181,VPWR,li1,89.7000,35.3600,1.799864
FILLER_9_169,VPWR,li1,86.0200,35.3600,1.799868
FILLER_9_164,VPWR,li1,81.8800,35.3600,1.799872
FILLER_9_152,VPWR,li1,78.2000,35.3600,1.799876
FILLER_9_140,VPWR,li1,72.6800,35.3600,1.799882
FILLER_9_128,VPWR,li1,67.1600,35.3600,1.799887
FILLER_9_113,VPWR,li1,59.3400,35.3600,1.799896
FILLER_9_111,VPWR,li1,56.8100,35.3600,1.799900
FILLER_9_105,VPWR,li1,55.2000,35.3600,1.799900
FILLER_9_93,VPWR,li1,51.0600,35.3600,1.799907
FILLER_9_77,VPWR,li1,42.7800,35.3600,1.799918
FILLER_9_55,VPWR,li1,31.0500,35.3600,1.799946
FILLER_9_51,VPWR,li1,29.9000,35.3600,1.799946
FILLER_9_39,VPWR,li1,26.2200,35.3600,1.799956
FILLER_9_27,VPWR,li1,20.7000,35.3600,1.799972
FILLER_9_15,VPWR,li1,15.1800,35.3600,1.799972
FILLER_9_3,VPWR,li1,9.6600,35.3600,1.799972
FILLER_8_189,VPWR,li1,92.6900,35.3600,1.799862
FILLER_8_177,VPWR,li1,89.7000,35.3600,1.799864
FILLER_8_165,VPWR,li1,84.1800,35.3600,1.799870
FILLER_8_153,VPWR,li1,78.6600,35.3600,1.799876
FILLER_8_141,VPWR,li1,73.1400,35.3600,1.799882
FILLER_8_139,VPWR,li1,69.6900,35.3600,1.799884
FILLER_8_133,VPWR,li1,68.0800,35.3600,1.799887
FILLER_8_121,VPWR,li1,63.9400,35.3600,1.799891
FILLER_8_109,VPWR,li1,58.4200,35.3600,1.799898
FILLER_8_97,VPWR,li1,52.9000,35.3600,1.799903
FILLER_8_85,VPWR,li1,47.3800,35.3600,1.799911
FILLER_8_83,VPWR,li1,43.9300,35.3600,1.799918
FILLER_8_77,VPWR,li1,42.3200,35.3600,1.799918
FILLER_8_65,VPWR,li1,38.1800,35.3600,1.799925
FILLER_8_53,VPWR,li1,32.6600,35.3600,1.799938
FILLER_8_41,VPWR,li1,27.1400,35.3600,1.799956
FILLER_8_29,VPWR,li1,21.6200,35.3600,1.799972
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799972
FILLER_8_15,VPWR,li1,15.1800,35.3600,1.799972
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.799972
FILLER_7_189,VPWR,li1,92.6900,29.9200,1.800000
FILLER_7_181,VPWR,li1,90.6200,29.9200,1.800000
FILLER_7_169,VPWR,li1,86.0200,29.9200,1.800000
FILLER_7_167,VPWR,li1,82.5700,29.9200,1.800000
FILLER_7_161,VPWR,li1,80.9600,29.9200,1.800000
FILLER_7_149,VPWR,li1,76.8200,29.9200,1.800000
FILLER_7_137,VPWR,li1,71.3000,29.9200,1.800000
FILLER_7_125,VPWR,li1,65.7800,29.9200,1.800000
FILLER_7_113,VPWR,li1,60.2600,29.9200,1.800000
FILLER_7_111,VPWR,li1,56.8100,29.9200,1.800000
FILLER_7_105,VPWR,li1,55.2000,29.9200,1.800000
FILLER_7_93,VPWR,li1,51.0600,29.9200,1.800000
FILLER_7_81,VPWR,li1,45.5400,29.9200,1.800000
FILLER_7_69,VPWR,li1,40.0200,29.9200,1.800000
FILLER_7_57,VPWR,li1,34.5000,29.9200,1.800000
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.800000
FILLER_7_51,VPWR,li1,29.9000,29.9200,1.800000
FILLER_7_39,VPWR,li1,26.2200,29.9200,1.800000
FILLER_7_27,VPWR,li1,20.7000,29.9200,1.800000
FILLER_7_15,VPWR,li1,15.1800,29.9200,1.800000
FILLER_7_3,VPWR,li1,9.6600,29.9200,1.800000
FILLER_6_189,VPWR,li1,92.6900,29.9200,1.800000
FILLER_6_177,VPWR,li1,89.7000,29.9200,1.800000
FILLER_6_165,VPWR,li1,84.1800,29.9200,1.800000
FILLER_6_153,VPWR,li1,78.6600,29.9200,1.800000
FILLER_6_141,VPWR,li1,73.1400,29.9200,1.800000
FILLER_6_139,VPWR,li1,69.6900,29.9200,1.800000
FILLER_6_133,VPWR,li1,68.0800,29.9200,1.800000
FILLER_6_121,VPWR,li1,63.9400,29.9200,1.800000
FILLER_6_109,VPWR,li1,58.4200,29.9200,1.800000
FILLER_6_97,VPWR,li1,52.9000,29.9200,1.800000
FILLER_6_85,VPWR,li1,47.3800,29.9200,1.800000
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.800000
FILLER_6_77,VPWR,li1,42.3200,29.9200,1.800000
FILLER_6_65,VPWR,li1,38.1800,29.9200,1.800000
FILLER_6_53,VPWR,li1,32.6600,29.9200,1.800000
FILLER_6_41,VPWR,li1,27.1400,29.9200,1.800000
FILLER_6_29,VPWR,li1,21.6200,29.9200,1.800000
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.800000
FILLER_6_15,VPWR,li1,15.1800,29.9200,1.800000
FILLER_6_3,VPWR,li1,9.6600,29.9200,1.800000
FILLER_5_189,VPWR,li1,92.6900,24.4800,1.800000
FILLER_5_181,VPWR,li1,90.6200,24.4800,1.800000
FILLER_5_169,VPWR,li1,86.0200,24.4800,1.800000
FILLER_5_167,VPWR,li1,82.5700,24.4800,1.800000
FILLER_5_161,VPWR,li1,80.9600,24.4800,1.800000
FILLER_5_149,VPWR,li1,76.8200,24.4800,1.800000
FILLER_5_137,VPWR,li1,71.3000,24.4800,1.800000
FILLER_5_125,VPWR,li1,65.7800,24.4800,1.800000
FILLER_5_113,VPWR,li1,60.2600,24.4800,1.800000
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.800000
